,employer,link,source,title,compensation_min,compensation_max,compensation_currency
1657, Сбербанк для экспертов,https://hh.ru/vacancy/34777225?query=python,https://hh.ru,Руководитель направления по исследованию данных(Data Scientist),,,
1658, 2Cents,https://hh.ru/vacancy/36564308?query=python,https://hh.ru,Разработчик торговой платформы,90000,250000, руб.
1659, ПАО «Газпром нефть»,https://hh.ru/vacancy/36565604?query=python,https://hh.ru,Главный ИТ архитектор [id28561],,,
1660,АО Национальная система платежных карт,https://hh.ru/vacancy/36143110?query=python,https://hh.ru,Главный специалист отдела инфраструктурного мониторинга,,,
1661, Spice Agency,https://hh.ru/vacancy/35990603?query=python,https://hh.ru,Team lead (Senior Python & DevOps),,260000, руб.
1662, Кадровый холдинг ПРОФИЛЬ,https://hh.ru/vacancy/36545067?query=python,https://hh.ru,Data Scientist Natural language processing,100000,200000, руб.
1663, Talents In Games,https://hh.ru/vacancy/36551889?query=python,https://hh.ru,Data Analyst,,,
1664,АО Сбербанк Лизинг,https://hh.ru/vacancy/36541450?query=python,https://hh.ru,Ведущий аналитик (Data Science),,,
1665, Агентство КИТ Консалт,https://hh.ru/vacancy/36596049?query=python,https://hh.ru,Программист-разработчик C/C++,,,
1666, MERLION,https://hh.ru/vacancy/35049354?query=python,https://hh.ru,Full Stack PHP-разработчик (удаленная работа),,,
1667,ООО ЦИФРА,https://hh.ru/vacancy/36562088?query=python,https://hh.ru,Python Senior Developer Team Lead,,,
1668, Сбербанк для экспертов,https://hh.ru/vacancy/36550187?query=python,https://hh.ru,Lead Data Scientist (RecSys) at Sberbank Corporate,,,
1669, Сбербанк для экспертов,https://hh.ru/vacancy/35657741?query=python,https://hh.ru,Администратор (Linux),,,
1670, Руформ,https://hh.ru/vacancy/34561068?query=python,https://hh.ru,Старший аналитик BI (Tableau),160000,200000, руб.
1671, Яндекс.Маркет,https://hh.ru/vacancy/35407867?query=python,https://hh.ru,Стажер-разработчик С++ в Яндекс.Маркет,,,
1672, JetBrains,https://hh.ru/vacancy/36140347?query=python,https://hh.ru,Marketing Copyeditor/Technical Copyeditor,,,
1673, Техносерв Консалтинг,https://hh.ru/vacancy/36552338?query=python,https://hh.ru,QA Automation Engineer,,,
1674, SAPRUN,https://hh.ru/vacancy/35433946?query=python,https://hh.ru,Стажер SAP BI/BW (поддержка),,35000, руб.
1675,"ПАО «МТС»,IT",https://hh.ru/vacancy/36057754?query=python,https://hh.ru,Системный аналитик (МТС Медиа) | BigData,,,
1676, Сбербанк для экспертов,https://hh.ru/vacancy/35849387?query=python,https://hh.ru,Data Science Specialist (NLP),,,
1677,ООО Фабрика информационных технологий,https://hh.ru/vacancy/36543319?query=python,https://hh.ru,Data Engineer,,,
1678, oneFactor,https://hh.ru/vacancy/36414878?query=python,https://hh.ru,Ведущий системный инженер Machine Learning платформы / DevOps,,,
1679, Яндекс,https://hh.ru/vacancy/36549090?query=python,https://hh.ru,Go pазработчик видеотрансляций,,,
1680, Банк ВТБ (ПАО),https://hh.ru/vacancy/35518953?query=python,https://hh.ru,Data scientist/ Директор в управлении розничного моделирования,,,
1681,ООО АЙКЬЮВИА СОЛЮШНС,https://hh.ru/vacancy/36543513?query=python,https://hh.ru,Data Analyst (Data Scientist),,,
1682, Сбербанк для экспертов,https://hh.ru/vacancy/35429632?query=python,https://hh.ru,Data analyst (управление Благосостоянием),,,
1683, Сбербанк для экспертов,https://hh.ru/vacancy/36059028?query=python,https://hh.ru,Senior/Middle Data analyst,,,
1684,ООО СРМ Солюшнс,https://hh.ru/vacancy/36551851?query=python,https://hh.ru,Аналитик данных,,100000, руб.
1685, Информационное агентство России ТАСС,https://hh.ru/vacancy/36544174?query=python,https://hh.ru,QA Engineer,,,
1686,ООО Нова,https://hh.ru/vacancy/36307671?query=python,https://hh.ru,Технический писатель,,,
1687," Mail.Ru Group, Решения для бизнеса",https://hh.ru/vacancy/36533119?query=python,https://hh.ru,Разработчик Python (Проектный офис),,,
1688, Сбербанк для экспертов,https://hh.ru/vacancy/36550195?query=python,https://hh.ru,Data Scientist в Корпоративно-Инвестиционный Блок Банка,,,
1689, СДЛ,https://hh.ru/vacancy/36377972?query=python,https://hh.ru,Младший системный администратор (помощник системного администратора),40000,60000, руб.
1690, OZON.ru Финансы,https://hh.ru/vacancy/36560298?query=python,https://hh.ru,Бизнес-аналитик (стажер),,,
1691,ООО Амс-мед,https://hh.ru/vacancy/36464820?query=python,https://hh.ru,SEO-специалист по работе с сайтами,80000,, руб.
1692,ПАО Ростелеком,https://hh.ru/vacancy/36560053?query=python,https://hh.ru,Аналитик BI,,130000, руб.
1693,АО Газпромбанк,https://hh.ru/vacancy/34648595?query=python,https://hh.ru,Инженер DevOps,,,
1694,ООО Бизнес Успех,https://hh.ru/vacancy/36414924?query=python,https://hh.ru,Team Lead,,,
1695,АО Сбербанк - Технологии,https://hh.ru/vacancy/36556946?query=python,https://hh.ru,DevOps Engineer,,,
1696, Lamoda,https://hh.ru/vacancy/36156095?query=python,https://hh.ru,DevOps Engineer,,,
1697, FunCorp,https://hh.ru/vacancy/36536621?query=python,https://hh.ru,QA Mobile Automation Engineer,,,
1698, Яндекс,https://hh.ru/vacancy/34791713?query=python,https://hh.ru,Golang разработчик видеотрансляций,,,
1699,ПАО Московский Индустриальный Банк,https://hh.ru/vacancy/35239855?query=python,https://hh.ru,Главный риск-аналитик (сопровождение рейтинговых моделей),,,
1700,ПАО Московский Индустриальный Банк,https://hh.ru/vacancy/34786500?query=python,https://hh.ru,Главный риск-аналитик,,,
1701,ООО БОСТОНДЖИН,https://hh.ru/vacancy/36547177?query=python,https://hh.ru,Биоинформатик - разработчик,,,
1702, OZON.ru интернет-витрина,https://hh.ru/vacancy/34729813?query=python,https://hh.ru,Marketing Analyst (Ozon Performance),,,
1703, Selecty,https://hh.ru/vacancy/36558904?query=python,https://hh.ru,Менеджер по мониторингу рыночных рисков,,,
1704, OZON.ru Финансы,https://hh.ru/vacancy/36560061?query=python,https://hh.ru,"Business Development Intern (Strategy, Analytics, Project Management, Market Research)",,,
1705, Университет Иннополис,https://hh.ru/vacancy/36548669?query=python,https://hh.ru,Инженер по тестированию ПО / QA Engineer,,,
1706, Яндекс.Маркет,https://hh.ru/vacancy/36168011?query=python,https://hh.ru,Стажер-разработчик Java в Яндекс.Маркет,,,
1707, Авито,https://hh.ru/vacancy/36553475?query=python,https://hh.ru,DBA Engineer (PostreSQL),,,
1708, Сбербанк для экспертов,https://hh.ru/vacancy/36559600?query=python,https://hh.ru,Бизнес-аналитик,,,
1709, Брокеркредитсервис,https://hh.ru/vacancy/36531117?query=python,https://hh.ru,QA Automation / SDET,,,
1710,ПАО Московская Биржа,https://hh.ru/vacancy/35657783?query=python,https://hh.ru,Эксперт по мониторингу рыночных рисков,,,
1711, Center-Game,https://hh.ru/vacancy/36527538?query=python,https://hh.ru,Middle Vue.js frontend developer,70000,, руб.
1712,ООО МВС ГРУП,https://hh.ru/vacancy/36494608?query=python,https://hh.ru,Системный администратор,,,
1713,ПАО Московская Биржа,https://hh.ru/vacancy/36180003?query=python,https://hh.ru,Эксперт по методологии рыночных рисков,,,
1714, GOST-group,https://hh.ru/vacancy/36562298?query=python,https://hh.ru,Системный администратор Linux,,,
1715, Брокеркредитсервис,https://hh.ru/vacancy/36554555?query=python,https://hh.ru,Старший риск-аналитик управления балансовых рисков,,,
1716, Center-Game,https://hh.ru/vacancy/36526766?query=python,https://hh.ru,Middle Vue.js frontend developer,90000,, руб.
1717, Inline Telecom Solutions,https://hh.ru/vacancy/35810580?query=python,https://hh.ru,Сервисный инженер центра технической поддержки сети оператора со знанием UNIX\LINUX,,,
1718,ПАО «МТС» ,https://hh.ru/vacancy/36558575?query=python,https://hh.ru,Аналитик (HR),,,
1719, Тинькофф,https://hh.ru/vacancy/36552589?query=python,https://hh.ru,Разработчик С/С++,,,
1720, Руформ,https://hh.ru/vacancy/36416137?query=python,https://hh.ru,DevOps инженер,,,
1721, DCI,https://hh.ru/vacancy/36534469?query=python,https://hh.ru,WEB программист разработчик,105000,140000, руб.
1722,АО Рамакс Интернейшнл,https://hh.ru/vacancy/36560599?query=python,https://hh.ru,BigData developer (Scala),,,
1723, Orange Business Services,https://hh.ru/vacancy/36556948?query=python,https://hh.ru,Разработчик Frontend / Mobile,,,
1724, Ростелеком - Центры обработки данных,https://hh.ru/vacancy/33605088?query=python,https://hh.ru,Системный администратор Linux,,,
1725, Group-IB,https://hh.ru/vacancy/36526384?query=python,https://hh.ru,QA Automation Engineer,,,
1726, Группа компаний SRG,https://hh.ru/vacancy/35996510?query=python,https://hh.ru,Senior Java developer,,,
1727, Selecty,https://hh.ru/vacancy/36556600?query=python,https://hh.ru,Ведущий специалист по сопровождению аналитических и внешних систем,,,
1728, Сбербанк для экспертов,https://hh.ru/vacancy/36307781?query=python,https://hh.ru,Аналитик данных (Центр подготовки данных и отчетности),,,
1729,ООО Ростелеком Информационные Технологии,https://hh.ru/vacancy/36548672?query=python,https://hh.ru,Инженер по Автоматизированному тестированию (Экосистема),,,
1730, Deutsche Bank Technology Center,https://hh.ru/vacancy/36528699?query=python,https://hh.ru,Senior Python developer (RiskEngine),220000,, руб.
1731," Mail.Ru Group, Почтовые сервисы",https://hh.ru/vacancy/36601707?query=python,https://hh.ru,Старший специалист по тестированию,,,
1732, ТЕХНОСЕРВ,https://hh.ru/vacancy/36524032?query=python,https://hh.ru,Стажер (автоматизированное тестирование),,,
1733, KALABI,https://hh.ru/vacancy/36562795?query=python,https://hh.ru,Руководитель разработки (Team Lead),150000,250000, руб.
1734, Руформ,https://hh.ru/vacancy/35242102?query=python,https://hh.ru,Системный администратор,,,
1735, Сбербанк для экспертов,https://hh.ru/vacancy/35811543?query=python,https://hh.ru,Data Engineer (продукт КС),,,
1736, Ситимобил,https://hh.ru/vacancy/36525802?query=python,https://hh.ru,Специалист по машинному обучению/ Data Scientist,,,
1737, ЛАНИТ-ТЕХНОЛОГИИ,https://hh.ru/vacancy/36285149?query=python,https://hh.ru,Data Scientist,,,
1738,АО Сбербанк - Технологии,https://hh.ru/vacancy/36550127?query=python,https://hh.ru,DevOps engineer,,,
1739, Staff-UP Consulting Group,https://hh.ru/vacancy/36515549?query=python,https://hh.ru,Python Teamlead,200000,, руб.
1740, Банк ВТБ (ПАО),https://hh.ru/vacancy/35857812?query=python,https://hh.ru,Количественный аналитик (Quant Risk Pricing Models),,,
1741,АО Технологическая Компания Центр,https://hh.ru/vacancy/35805278?query=python,https://hh.ru,Team lead (Python),,,
1742," Русские базовые информационные технологии, Научно-производственное объединение",https://hh.ru/vacancy/26650205?query=python,https://hh.ru,Системный администратор Linux (инфраструктурные сервисы),,,
1743," Mail.Ru Group, Другое",https://hh.ru/vacancy/36545013?query=python,https://hh.ru,Программист-исследователь (Поиск),,,
1744,ООО ОТР,https://hh.ru/vacancy/36542990?query=python,https://hh.ru,Automation QA/Инженер по тестированию,,,
1745,АО Банк ДОМ.РФ,https://hh.ru/vacancy/35346017?query=python,https://hh.ru,Руководитель направления Корпоративные кредитные риски,,,
1746, Сбербанк для экспертов,https://hh.ru/vacancy/36522642?query=python,https://hh.ru,Lead Data Science (Исп.директор по исследованию данных),,,
1747, OZON.ru Разработка,https://hh.ru/vacancy/36500841?query=python,https://hh.ru,Data Engineer (Отдел Data Science),,,
1748, goods,https://hh.ru/vacancy/36526917?query=python,https://hh.ru,Тестировщик 1С / QA Engineer,,,
1749, Russian Quantum Center,https://hh.ru/vacancy/36545788?query=python,https://hh.ru,Старший Математик - программист,,180000, руб.
1750, СТС Медиа,https://hh.ru/vacancy/36089583?query=python,https://hh.ru,TeamLead Java/Scala,,,
1751, Social Quantum,https://hh.ru/vacancy/36501173?query=python,https://hh.ru,Data analyst / ML engineer (Аналитик данных),,,
1752," АТОЛ, группа компаний",https://hh.ru/vacancy/36522435?query=python,https://hh.ru,Инженер по автоматизированному тестированию,,,
1753, Selecty,https://hh.ru/vacancy/36550647?query=python,https://hh.ru,Главный аналитик данных (CRM аналитика),,,
1754, OZON.ru интернет-витрина,https://hh.ru/vacancy/34272830?query=python,https://hh.ru,Руководитель отдела аналитики (Ozon Performance),,,
1755, ivi,https://hh.ru/vacancy/35356764?query=python,https://hh.ru,Инженер по тестированию (backend),90000,, руб.
1756,ПАО Промсвязьбанк,https://hh.ru/vacancy/36556953?query=python,https://hh.ru,Старший инженер по автоматизации,,,
1757,ИП Хейфец Олег Олегович,https://hh.ru/vacancy/36527440?query=python,https://hh.ru,Преподаватель Python в онлайн школу,,,
1758, Mail.Ru Group,https://hh.ru/vacancy/35694543?query=python,https://hh.ru,Python разработчик в группу автоматизации,,,
1759, ПЕРВЫЙ ЦУПИС,https://hh.ru/vacancy/36337916?query=python,https://hh.ru,Product-менеджер,,,
1760, ПЕРВЫЙ ЦУПИС,https://hh.ru/vacancy/36337899?query=python,https://hh.ru,Продуктовый маркетолог,,,
1761, Информационное агентство России ТАСС,https://hh.ru/vacancy/29689720?query=python,https://hh.ru,Backend-разработчик (PHP),,,
1762, INFOWATCH,https://hh.ru/vacancy/32692126?query=python,https://hh.ru,QA Automation Engineer,,,
1763, Сбербанк для экспертов,https://hh.ru/vacancy/35849671?query=python,https://hh.ru,Auto QA / Автотестировщик,,,
1764," Mail.Ru Group, Игры",https://hh.ru/vacancy/36532668?query=python,https://hh.ru,Инженер по автоматизированному тестированию (MY.GAMES),,,
1765," Mail.Ru Group, Почтовые сервисы",https://hh.ru/vacancy/34526305?query=python,https://hh.ru,Python-разработчик в инфраструктурную команду (Маруся),,,
1766, Qlean,https://hh.ru/vacancy/36432827?query=python,https://hh.ru,Lead DevOps,,,
1767,ООО СК Сбербанк страхование жизни,https://hh.ru/vacancy/36212781?query=python,https://hh.ru,Руководитель направления инвестиционных продуктов,,,
1768, Альфа-Банк,https://hh.ru/vacancy/36341318?query=python,https://hh.ru,Продуктовый аналитик SQL,150000,, руб.
1769, Teradata,https://hh.ru/vacancy/36384081?query=python,https://hh.ru,Администратор баз данных,,,
1770, Группа СМП Банк,https://hh.ru/vacancy/36163885?query=python,https://hh.ru,Руководитель проекта (моделирование рисков),,,
1771,ООО Альта Текнолоджи,https://hh.ru/vacancy/36525891?query=python,https://hh.ru,"Backend разработчик .NET, (г. Зеленоград)",100000,, руб.
1772," «Почта России», Офис",https://hh.ru/vacancy/36528144?query=python,https://hh.ru,Бизнес-аналитик,,,
1773, Сбербанк для экспертов,https://hh.ru/vacancy/36562758?query=python,https://hh.ru,Архитектор / Аналитик,,,
1774, Элемент,https://hh.ru/vacancy/36548830?query=python,https://hh.ru,Инженер-программист для встраиваемых решений,,,
1775,ООО Акронис-Инфозащита,https://hh.ru/vacancy/36322935?query=python,https://hh.ru,Senior Automation/Manual Quality Assurance Engineer (Team Lead),,,
1776, Diamond Personnel R&C,https://hh.ru/vacancy/35010061?query=python,https://hh.ru,Веб-аналитик (product),130000,150000, руб.
1777, Лаборатория Касперского,https://hh.ru/vacancy/36514353?query=python,https://hh.ru,Software Development Engineer in Test (Python),,,
1778," Русские базовые информационные технологии, Научно-производственное объединение",https://hh.ru/vacancy/34161416?query=python,https://hh.ru,Системный администратор/инженер Linux (виртуализация),,,
1779, Imhio Ltd,https://hh.ru/vacancy/36549824?query=python,https://hh.ru,Инженер инфраструктуры / Infrastructure engineer,1850,2900, EUR
1780,"ПАО «МТС»,IT",https://hh.ru/vacancy/34856041?query=python,https://hh.ru,Fullstack (AI),,,
1781, СИТИЛИНК,https://hh.ru/vacancy/36531301?query=python,https://hh.ru,Аналитик/Старший аналитик (BI),,,
1782, Recruitment Boutique S.M.Art,https://hh.ru/vacancy/36518722?query=python,https://hh.ru,Data science аналитик группы валидации моделей,,,
1783," DataLine, Компания",https://hh.ru/vacancy/36519573?query=python,https://hh.ru,Back end разработчик БД,,,
1784, Auriga,https://hh.ru/vacancy/36528801?query=python,https://hh.ru,Инженер по тестированию,,,
1785,АО Сбербанк - Технологии,https://hh.ru/vacancy/36548219?query=python,https://hh.ru,Системный администратор Linux/DevOps,,,
1786," Русские базовые информационные технологии, Научно-производственное объединение",https://hh.ru/vacancy/33613120?query=python,https://hh.ru,Инженер отдела сопровождения,,,
1787, Центральный банк Российской Федерации,https://hh.ru/vacancy/36519860?query=python,https://hh.ru,Анализ данных,,,
1788,ПАО «МТС» ,https://hh.ru/vacancy/35592646?query=python,https://hh.ru,Инженер сопровождения интеграционной платформы,,,
1789, Anchous Drive Recruitment,https://hh.ru/vacancy/36520505?query=python,https://hh.ru,Senior C++ Engineer в высокочастотный трейдинг,300000,, руб.
1790, Интерфакс,https://hh.ru/vacancy/35120948?query=python,https://hh.ru,Администратор баз данных PostgreSQL,,,
1791, IBS,https://hh.ru/vacancy/35872838?query=python,https://hh.ru,Руководитель группы разработки / Team Lead,,,
1792, Ростелеком-Солар,https://hh.ru/vacancy/36554334?query=python,https://hh.ru,Инженер эксплуатации/ инженер 2-ой линии администрирования (DevOps),,,
1793, Ростелеком-Солар,https://hh.ru/vacancy/36554334?query=python,https://hh.ru,Инженер эксплуатации/ инженер 2-ой линии администрирования (DevOps),,,
1794, СберМаркет,https://hh.ru/vacancy/36552742?query=python,https://hh.ru,Аналитик/PM,,,
1795, OZON.ru Разработка,https://hh.ru/vacancy/36527326?query=python,https://hh.ru,QA engineer (Marketplace),,,
1796,ООО БУЛАТ,https://hh.ru/vacancy/36532252?query=python,https://hh.ru,Администратор инфраструктуры R&D/DevOps,150000,, руб.
1797, Сбербанк для экспертов,https://hh.ru/vacancy/36528358?query=python,https://hh.ru,DevOps engineer,,,
1798, Сбербанк для экспертов,https://hh.ru/vacancy/36526695?query=python,https://hh.ru,Senior Java разработчик,,,
1799," Русские базовые информационные технологии, Научно-производственное объединение",https://hh.ru/vacancy/34199922?query=python,https://hh.ru,"Тестировщик (специалист по тестированию, QA инженер) ОС Linux",,,
1800,ООО Ростелеком Информационные Технологии,https://hh.ru/vacancy/35216664?query=python,https://hh.ru,QA auto engineer/Специалист по автоматизации тестирования,,,
1801, Яндекс,https://hh.ru/vacancy/33600476?query=python,https://hh.ru,Fullstack-разработчик в беспилотные автомобили (Python/Javascript),,,
1802, Сбербанк для экспертов,https://hh.ru/vacancy/36528357?query=python,https://hh.ru,Data-инженер,,,
1803, DriverPack Solution,https://hh.ru/vacancy/36532413?query=python,https://hh.ru,"DevOps Engineer (DevOps инженер), Москва",,,
1804," Mail.Ru Group, Решения для бизнеса",https://hh.ru/vacancy/36531071?query=python,https://hh.ru,Frontend-разработчик (Платформа «Mail.ru для бизнеса»),,,
1805, OZON.ru Разработка,https://hh.ru/vacancy/36539038?query=python,https://hh.ru,QA Team Lead (WMS - система управления складом),,,
1806," DataLine, Компания",https://hh.ru/vacancy/36519576?query=python,https://hh.ru,Разработчик фронтовой части,,,
1807,ООО ПРОФ-ИТ ГРУПП,https://hh.ru/vacancy/36183630?query=python,https://hh.ru,Инженер-программист C++,,,
1808, Руформ,https://hh.ru/vacancy/35092936?query=python,https://hh.ru,BI аналитик (Tableau),,,
1809, NETBYNET,https://hh.ru/vacancy/36593891?query=python,https://hh.ru,Ведущий инженер,,,
1810,ООО НТехЛаб,https://hh.ru/vacancy/36532133?query=python,https://hh.ru,Дежурный инженер технической поддержки,,,
1811,"ПАО «МТС»,IT",https://hh.ru/vacancy/36044259?query=python,https://hh.ru,Computer Vision Engineer,,,
1812,АО Сбербанк - Технологии,https://hh.ru/vacancy/36547778?query=python,https://hh.ru,Администратор инструментов DevOps,,,
1813, Банк ВТБ (ПАО),https://hh.ru/vacancy/35232018?query=python,https://hh.ru,Руководитель проекта по исследованиям клиентского опыта,,,
1814, Банк ВТБ (ПАО),https://hh.ru/vacancy/36525462?query=python,https://hh.ru,Бизнес-аналитик (retail collection),,,
1815,ООО Форпост,https://hh.ru/vacancy/36523767?query=python,https://hh.ru,Специалист по тестированию ПО,,,
1816, Сбербанк для экспертов,https://hh.ru/vacancy/36527348?query=python,https://hh.ru,Руководитель направления оптимизации бизнес-процессов((Process Mining),,,
1817, CTI,https://hh.ru/vacancy/36545545?query=python,https://hh.ru,DevOps-инженер,,,
1818,ООО ОТР,https://hh.ru/vacancy/36130770?query=python,https://hh.ru,Технический консультант Linux (Прикладной администратор),,,
1819,АО РТСофт,https://hh.ru/vacancy/36268659?query=python,https://hh.ru,Инженер по тестированию/QA,,,
1820, Selecty,https://hh.ru/vacancy/36534751?query=python,https://hh.ru,ETL-разработчик,,,
1821," Русские базовые информационные технологии, Научно-производственное объединение",https://hh.ru/vacancy/35501086?query=python,https://hh.ru,Инженер-программист офисного ПО на C++ (GTK/Qt),,,
1822," Mail.Ru Group, Решения для бизнеса",https://hh.ru/vacancy/36166035?query=python,https://hh.ru,Prоject manager (Worki),,,
1823,ООО АЛРОСА Информационные технологии,https://hh.ru/vacancy/36153682?query=python,https://hh.ru,Системный администратор (VMware),,,
1824," Русские базовые информационные технологии, Научно-производственное объединение",https://hh.ru/vacancy/34765746?query=python,https://hh.ru,Инженер-программист Linux C++ (Qt/QML),,,
1825, INFOWATCH,https://hh.ru/vacancy/35621105?query=python,https://hh.ru,Go-разработчик,,,
1826,ООО КОЛЕСА ДАРОМ.РУ,https://hh.ru/vacancy/36497342?query=python,https://hh.ru,Аналитик-разработчик ETL/Data Engineer,,,
1827, Selecty,https://hh.ru/vacancy/36534800?query=python,https://hh.ru,Аналитик,,,
1828,ООО ОТР,https://hh.ru/vacancy/36549314?query=python,https://hh.ru,Старший технический консультант (Oracle/PostgreSQL),,,
1829,ООО Интерактивные технологии,https://hh.ru/vacancy/36507816?query=python,https://hh.ru,Frontend-разработчик,60000,120000, руб.
1830, Техносерв Консалтинг,https://hh.ru/vacancy/36519919?query=python,https://hh.ru,DevOps Engineer (Управление интеграционной платформой),,,
1831," СОКБ, НИИ",https://hh.ru/vacancy/35340679?query=python,https://hh.ru,"Ведущий разработчик Oracle, PostgreSQL",,,
1832,ООО Ростелеком Информационные Технологии,https://hh.ru/vacancy/36510890?query=python,https://hh.ru,Специалист по тестированию (функциональное),,,
1833, Deutsche Bank Technology Center,https://hh.ru/vacancy/36528494?query=python,https://hh.ru,Senior QA Engineer (RiskEngine),220000,, руб.
1834,ООО Бизнес партнер,https://hh.ru/vacancy/36495978?query=python,https://hh.ru,Automation QA / Инженер по автоматизации тестирования,100000,200000, руб.
1835, ANCOR FinTech,https://hh.ru/vacancy/36067034?query=python,https://hh.ru,Node.js Developer,,,
1836, Admitad,https://hh.ru/vacancy/36535379?query=python,https://hh.ru,Системный Инженер (Linux),,,
1837, Diamond Personnel R&C,https://hh.ru/vacancy/36516240?query=python,https://hh.ru,Data Engineer,,,
1838,АО Сбербанк - Технологии,https://hh.ru/vacancy/36531906?query=python,https://hh.ru,DevOps-инженер,,,
1839, Diamond Personnel R&C,https://hh.ru/vacancy/35381910?query=python,https://hh.ru,"Тестировщик (automation, FP)",,,
1840, Агентство КИТ Консалт,https://hh.ru/vacancy/36175063?query=python,https://hh.ru,Старший инженер IT(Сопровождение ERP+ администривание),,,
1841, Компания ПЭК,https://hh.ru/vacancy/36292912?query=python,https://hh.ru,Инженер процессов (DevOps),,,
1842,ООО ОТР,https://hh.ru/vacancy/35833617?query=python,https://hh.ru,Технический консультант,,,
1843, ANCOR FinTech,https://hh.ru/vacancy/36066345?query=python,https://hh.ru,Web-аналитик,,,
1844," Русские базовые информационные технологии, Научно-производственное объединение",https://hh.ru/vacancy/36325734?query=python,https://hh.ru,Инженер Linux,,,
1845,ООО Ловител,https://hh.ru/vacancy/35997959?query=python,https://hh.ru,Инженер эксплуатации ESB,,,
1846, Recruitment Boutique S.M.Art,https://hh.ru/vacancy/36518703?query=python,https://hh.ru,Quantitative Researcher,,,
1847, Сбербанк для экспертов,https://hh.ru/vacancy/36540652?query=python,https://hh.ru,DBA / Администратор баз данных,,,
1848, OZON.ru Разработка,https://hh.ru/vacancy/36502563?query=python,https://hh.ru,Senior Go developer,,,
1849," Русские базовые информационные технологии, Научно-производственное объединение",https://hh.ru/vacancy/22958995?query=python,https://hh.ru,Системный программист С (Linux),,,
1850, Сбербанк для экспертов,https://hh.ru/vacancy/36486505?query=python,https://hh.ru,Senior Data Scientist (AutoML),,,
1851, X5 RETAIL GROUP,https://hh.ru/vacancy/36191477?query=python,https://hh.ru,"Руководитель команды бэкенда / платформы (Go, Tarantool)",,,
1852," Mail.Ru Group, Другое",https://hh.ru/vacancy/36519740?query=python,https://hh.ru,Продуктовый аналитик в ML (Видеопроект),,,
1853, Anchous Drive Recruitment,https://hh.ru/vacancy/36520498?query=python,https://hh.ru,Quantative Researcher в международный HFT стартап,300000,, руб.
1854, Алгоритмика (ИП Плугина Наталья Владимировна),https://hh.ru/vacancy/36524995?query=python,https://hh.ru,Преподаватель программирования,,,
1855, Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,https://hh.ru/vacancy/35654329?query=python,https://hh.ru,Front-end разработчик цифровой платформы,,,
1856, Eagle Dynamics,https://hh.ru/vacancy/33177370?query=python,https://hh.ru,3D Graphics Developer,200000,, руб.
1857, Kelly,https://hh.ru/vacancy/36499914?query=python,https://hh.ru,Веб-аналитик / Product analyst,,,
1858, OZON.ru Разработка,https://hh.ru/vacancy/36519479?query=python,https://hh.ru,Go-developer (Platform),,,
1859, Яндекс,https://hh.ru/vacancy/32165422?query=python,https://hh.ru,Java-разработчик персональных рекомендаций в Музыку,,,
1860, X5 RETAIL GROUP,https://hh.ru/vacancy/36191463?query=python,https://hh.ru,Ведущий Go разработчик / TechLead в команду бэкенда,,,
1861,ПАО БАНК УРАЛСИБ,https://hh.ru/vacancy/36519691?query=python,https://hh.ru,Главный специалист по автоматизированному тестированию,,,
1862, Техносерв Консалтинг,https://hh.ru/vacancy/36519234?query=python,https://hh.ru,"Middle разработчик (Java, Управление интеграционной платформой)",,,
1863, Авито,https://hh.ru/vacancy/35547459?query=python,https://hh.ru,Аналитик в HR,,,
1864, Университет СИНЕРГИЯ,https://hh.ru/vacancy/36376742?query=python,https://hh.ru,Разработчик ПО,,,
1865,ООО ОНЭЛИЯ,https://hh.ru/vacancy/36487179?query=python,https://hh.ru,Специалист по тестированию,69000,, руб.
1866,АО НПФ САФМАР,https://hh.ru/vacancy/36499499?query=python,https://hh.ru,Разработчик C#/SQL (middle/middle+/senior),150000,150000, руб.
1867, Банк Восточный,https://hh.ru/vacancy/36043615?query=python,https://hh.ru,Главный специалист (Big Data),,,
1868, Сбербанк для экспертов,https://hh.ru/vacancy/36519268?query=python,https://hh.ru,Инженер DevOps,,,
1869, Forward Media Group,https://hh.ru/vacancy/36541500?query=python,https://hh.ru,System Engineer,,,
1870, OZON.ru Разработка,https://hh.ru/vacancy/36493597?query=python,https://hh.ru,Стажер-разработчик (Java/C#),,,
1871,АО Технологическая Компания Центр,https://hh.ru/vacancy/36441187?query=python,https://hh.ru,Релиз-инженер (DevOps),,,
1872,ООО Бизнес партнер,https://hh.ru/vacancy/36495977?query=python,https://hh.ru,QA Инженер,50000,140000, руб.
1873, Яндекс,https://hh.ru/vacancy/35381859?query=python,https://hh.ru,Разработчик FPGA в команду беспилотных автомобилей,,,
1874, Uchi.ru,https://hh.ru/vacancy/36515232?query=python,https://hh.ru,Аналитик,,,
1875, Social Quantum,https://hh.ru/vacancy/36472623?query=python,https://hh.ru,QA automation engineer (Инженер по автоматизации тестирования Python),,,
1876, Яндекс,https://hh.ru/vacancy/30887919?query=python,https://hh.ru,Java-разработчик Кинопоиска,,,
1877, Техносерв Консалтинг,https://hh.ru/vacancy/36519868?query=python,https://hh.ru,"Senior разработчик (Java, Управление интеграционной платформой)",,,
1878, ЦИАН ГРУПП,https://hh.ru/vacancy/36350194?query=python,https://hh.ru,Head of ML,,,
